,Sales_ID,Brand_Name,Car_Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Max_Power,Engine,Seats,City_Name
2270,2345,Hyundai, i20 Active 1.2 S,2015,650000,50000,CT03,ST24,600018,Petrol,Individual,Manual,First Owner,17.19,81.86,1197.0,5,Chennai
2271,2346,Hyundai, i20 1.2 Magna,2011,350000,98000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,18.5,80.0,1197.0,5,Mysore
2272,2347,Hyundai, i20 Asta 1.2,2013,360000,30000,CT09,ST34,110029,Petrol,Individual,Manual,First Owner,18.5,82.85,1197.0,5,Delhi
2273,2348,Hyundai, Elantra SX,2013,550000,50000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,16.3,147.5,1797.0,5,Indore
2274,2349,Hyundai, Grand i10 Sportz,2016,490000,26000,CT04,ST24,641043,Petrol,Individual,Manual,First Owner,18.9,82.0,1197.0,5,Coimbatore
2275,2350,Maruti, Alto LXi,2011,195000,46000,CT16,ST23,737101,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Gangtok
2276,2351,Maruti, Alto LX,2010,125000,80000,CT03,ST24,600018,Petrol,Individual,Manual,Fourth & Above Owner,19.7,46.3,796.0,5,Chennai
2277,2352,Tata, Tiago 1.2 Revotron XZ,2019,459999,10000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Patna
2278,2353,Maruti, Alto 800 LXI,2015,275000,16700,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,22.74,47.3,796.0,5,Ranchi
2279,2354,Maruti, Swift Dzire VDI,2018,680000,70000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,28.4,74.02,1248.0,5,Mumbai
2280,2355,Maruti, Swift Dzire ZXI,2015,600000,7967,CT06,ST22,302029,Petrol,Individual,Manual,First Owner,20.85,83.14,1197.0,5,Jaipur
2281,2356,Maruti, Swift ZXI Plus,2018,720000,20000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,22.0,81.8,1197.0,5,Aurangabad
2282,2358,Renault, KWID RXT Optional,2016,356000,9656,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,25.17,53.3,799.0,5,Dehradun
2283,2359,Hyundai, i10 Era,2011,225000,50000,CT10,ST12,560037,Petrol,Individual,Manual,First Owner,19.81,68.05,1086.0,5,Bangalore
2284,2360,Ford, Freestyle Titanium Diesel BSIV,2019,725000,17000,CT04,ST24,641043,Diesel,Individual,Manual,First Owner,24.4,98.63,1498.0,5,Coimbatore
2285,2361,Chevrolet, Spark 1.0 LT,2010,130000,50000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,18.0,62.0,995.0,5,Bhubaneshwar
2286,2362,Renault, KWID RXT,2015,300000,10000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,25.17,53.3,799.0,5,Vadodara
2287,2363,Hyundai, i20 Sportz 1.2,2013,400000,43000,CT29,ST24,632001,Petrol,Individual,Manual,Second Owner,18.5,82.85,1197.0,5,Vellore
2288,2364,Hyundai, Verna 1.4 CX,2013,550000,50000,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,23.5,88.7,1396.0,5,Vadodara
2289,2365,Maruti, Wagon R PRIMEA,2006,120000,90000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,18.9,67.0,998.0,5,Kolkata
2290,2366,Mahindra, Xylo D4 BSIV,2012,409999,100000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,14.0,112.0,2498.0,8,Mangalore
2291,2367,Hyundai, Santro Xing (Non-AC),2010,110000,80000,CT01,ST15,400053,Petrol,Individual,Manual,Second Owner,0.0,62.1,1086.0,5,Mumbai
2292,2368,Mahindra, Bolero 2011-2019 SLX,2012,450000,120000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,15.96,62.1,2523.0,7,Delhi
2293,2369,Maruti, Swift VXI,2019,610000,5000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,21.21,81.8,1197.0,5,Mangalore
2294,2370,Ford, Ecosport 1.5 DV5 MT Trend,2016,515000,68609,CT11,ST07,380052,Diesel,Dealer,Manual,First Owner,22.7,89.84,1498.0,5,Ahmedabad
2295,2371,Ford, EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,CT28,ST11,834001,Diesel,Dealer,Manual,First Owner,22.77,98.59,1498.0,5,Ranchi
2296,2372,Nissan, Kicks XL BSIV,2019,860000,14317,CT09,ST34,110029,Petrol,Dealer,Manual,First Owner,14.23,104.55,1498.0,5,Delhi
2297,2373,Ford, Figo Diesel Titanium,2012,225000,87237,CT24,ST13,680001,Diesel,Dealer,Manual,Second Owner,20.0,68.05,1399.0,5,Thrissur
2298,2374,Ford, Figo 1.5D Trend MT,2017,500000,62960,CT23,ST12,574142,Diesel,Dealer,Manual,First Owner,25.83,99.0,1498.0,5,Mangalore
2299,2375,Maruti, Swift Dzire AMT VXI,2017,600000,26634,CT14,ST07,395007,Petrol,Dealer,Automatic,First Owner,21.21,81.8,1197.0,5,Surat
2300,2376,Ford, Figo Diesel EXI Option,2012,195000,163720,CT24,ST13,680001,Diesel,Dealer,Manual,First Owner,18.5,68.0,1399.0,5,Thrissur
2301,2377,Maruti, Wagon R LXI BS IV,2012,265000,67998,CT06,ST22,302029,Petrol,Dealer,Manual,First Owner,18.9,67.1,998.0,5,Jaipur
2302,2378,Ford, Freestyle Trend Diesel,2018,650000,20706,CT05,ST25,500020,Diesel,Dealer,Manual,First Owner,23.8,98.63,1499.0,5,Hyderabad
2303,2379,Ford, Figo Aspire 1.5 TDCi Trend,2015,415000,100581,CT25,ST01,524225,Diesel,Dealer,Manual,First Owner,25.83,99.0,1498.0,5,Nellore
2304,2380,Renault, Duster 85PS Diesel RxE Adventure,2015,600000,67303,CT10,ST12,560037,Diesel,Dealer,Manual,First Owner,20.45,83.8,1461.0,5,Bangalore
2305,2381,Maruti, Ritz VXi,2013,340000,79139,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,18.5,85.8,1197.0,5,Patna
2306,2382,Hyundai, Grand i10 CRDi Sportz,2014,350000,84784,CT03,ST24,600018,Diesel,Dealer,Manual,First Owner,24.0,70.0,1120.0,5,Chennai
2307,2383,Maruti, Ritz LDi,2012,265000,130376,CT04,ST24,641043,Diesel,Dealer,Manual,Second Owner,23.2,73.94,1248.0,5,Coimbatore
2308,2384,Tata, Safari DICOR 2.2 EX 4x2,2017,625000,72000,CT28,ST11,834001,Diesel,Individual,Manual,First Owner,13.93,138.03,2179.0,7,Ranchi
2309,2385,Hyundai, Verna CRDi SX,2008,245000,127000,CT07,ST13,682001,Diesel,Individual,Manual,Second Owner,16.8,110.0,1493.0,5,Kochi
2310,2386,Maruti, Swift VDI BSIV,2014,395000,120000,CT02,ST15,411006,Diesel,Individual,Manual,First Owner,25.2,74.0,1248.0,5,Pune
2311,2388,Hyundai, Xcent 1.1 CRDi S,2014,490000,100000,CT03,ST24,600018,Diesel,Individual,Manual,First Owner,24.4,71.0,1120.0,5,Chennai
2312,2390,Maruti, Ertiga SHVS VDI,2018,955000,40000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,24.52,88.5,1248.0,7,kanpur
2313,2391,Maruti, Swift Dzire VDI,2013,525000,110000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,23.4,74.0,1248.0,5,Patna
2314,2392,Tata, Tigor 1.2 Revotron XZ Option,2017,550000,30000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,20.3,84.0,1199.0,5,Surat
2315,2393,Tata, Indica Vista TDI LX,2014,200000,120000,CT09,ST34,110029,Diesel,Individual,Manual,Second Owner,19.1,70.0,1405.0,5,Delhi
2316,2394,Ford, Figo Aspire 1.2 Ti-VCT Trend,2017,500000,15000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,18.16,86.8,1196.0,5,Aurangabad
2317,2395,Maruti, SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,825000,33500,CT10,ST12,560037,Diesel,Individual,Manual,First Owner,23.65,88.5,1248.0,5,Bangalore
2318,2396,Mahindra, Quanto C6,2012,250000,70000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,17.21,100.0,1493.0,7,Bhubaneshwar
2319,2397,Toyota, Etios Cross 1.2L G,2015,600000,10000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,18.16,78.8,1197.0,5,Gangtok
2320,2398,Mahindra, Scorpio S7 120,2018,1325000,22053,CT07,ST13,682001,Diesel,Individual,Manual,First Owner,16.36,120.0,2179.0,7,Kochi
2321,2399,Mahindra, TUV 300 T8,2016,770000,50000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,18.49,100.0,1493.0,7,Aurangabad
2322,2400,Chevrolet, Optra Magnum 2.0 LS,2011,415000,78432,CT18,ST21,141003,Diesel,Individual,Manual,First Owner,16.52,123.7,1991.0,5,Ludhiana
2323,2401,Hyundai, Santa Fe 4X4,2011,825000,125000,CT11,ST07,380052,Diesel,Individual,Manual,Second Owner,14.66,194.3,2199.0,7,Ahmedabad
2324,2402,Ford, Aspire Trend Diesel BSIV,2018,530000,80000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,26.1,99.23,1498.0,5,Thrissur
2325,2403,Toyota, Innova 2.5 V Diesel 8-seater,2006,425000,270000,CT29,ST24,632001,Diesel,Individual,Manual,Third Owner,12.8,102.0,2494.0,8,Vellore
2326,2404,Honda, Brio V MT,2012,310000,50000,CT25,ST01,524225,Petrol,Individual,Manual,Second Owner,19.4,86.8,1198.0,5,Nellore
2327,2405,Tata, Tiago 1.2 Revotron XZ,2017,390000,20000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Ludhiana
2328,2406,Hyundai, Creta 1.6 VTVT E Plus,2016,700000,30000,CT08,ST29,700053,Petrol,Individual,Manual,First Owner,15.29,121.3,1591.0,5,Kolkata
2329,2407,Hyundai, i10 Sportz 1.1L,2010,200000,70000,CT05,ST25,500020,Petrol,Individual,Manual,Second Owner,19.81,68.05,1086.0,5,Hyderabad
2330,2408,Toyota, Innova 2.5 G (Diesel) 8 Seater,2013,1050000,7200,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,12.99,100.6,2494.0,8,Kolkata
2331,2409,Honda, City i DTEC SV,2014,580000,97000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,26.0,98.6,1498.0,5,Thrissur
2332,2410,Hyundai, EON Era Plus,2014,200000,60000,CT04,ST24,641043,Petrol,Individual,Manual,Second Owner,21.1,55.2,814.0,5,Coimbatore
2333,2411,Chevrolet, Sail Hatchback Petrol LS ABS,2013,245000,25000,CT04,ST24,641043,Petrol,Individual,Manual,First Owner,18.2,84.8,1199.0,5,Coimbatore
2334,2412,Hyundai, i10 Sportz,2010,210000,94000,CT10,ST12,560037,Petrol,Individual,Manual,Second Owner,20.36,78.9,1197.0,5,Bangalore
2335,2413,Maruti, Baleno LXI,2005,50000,90000,CT02,ST15,411006,Petrol,Individual,Manual,Second Owner,15.4,94.0,1590.0,5,Pune
2336,2414,Chevrolet, Captiva 2.2 LTZ AWD,2012,700000,50000,CT29,ST24,632001,Diesel,Individual,Automatic,Second Owner,12.12,184.0,2231.0,7,Vellore
2337,2415,Tata, Bolt Quadrajet XE,2019,660000,35000,CT25,ST01,524225,Diesel,Individual,Manual,First Owner,22.95,74.0,1248.0,5,Nellore
2338,2416,Honda, City i VTEC V,2015,630000,117500,CT25,ST01,524225,Petrol,Individual,Manual,Second Owner,17.4,117.3,1497.0,5,Nellore
2339,2417,Mahindra, XUV500 W8 2WD,2012,950000,78500,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,15.1,140.0,2179.0,7,Kolkata
2340,2418,Hyundai, i20 1.2 Asta Dual Tone,2018,740000,8000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,18.6,81.83,1197.0,5,Surat
2341,2419,Ford, Figo Aspire 1.2 Ti-VCT Sports Edition,2017,570000,25000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,18.12,86.8,1196.0,5,Surat
2342,2420,Hyundai, Verna 1.6 SX,2012,450000,60000,CT29,ST24,632001,Diesel,Individual,Manual,Third Owner,22.32,126.32,1582.0,5,Vellore
2343,2421,Datsun, RediGO 1.0 T Option,2019,390000,10000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,22.5,67.0,999.0,5,Bhubaneshwar
2344,2422,Ford, Ikon 1.6 Nxt,2009,180000,70000,CT09,ST34,110029,Petrol,Individual,Manual,Second Owner,14.2,92.0,1597.0,5,Delhi
2345,2423,Tata, Nano LX,2015,130000,60000,CT09,ST34,110029,Petrol,Individual,Manual,First Owner,25.4,37.48,624.0,4,Delhi
2346,2424,Honda, City 2017-2020 GXi,2006,270000,70000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17.7,78.0,1497.0,5,Indore
2347,2425,Maruti, 800 DX,1997,60000,25000,CT03,ST24,600018,Petrol,Individual,Manual,Third Owner,16.1,37.0,796.0,4,Chennai
2348,2426,Hyundai, Verna 1.6 Xi ABS,2006,170000,90000,CT10,ST12,560034,Petrol,Individual,Manual,Third Owner,13.9,103.2,1599.0,5,Bangalore
2349,2427,Hyundai, Creta 1.6 CRDi SX,2015,978999,90000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,19.67,126.2,1582.0,5,Indore
2350,2428,Tata, Tiago 1.2 Revotron XM,2018,490000,25000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Mysore
2351,2429,Ford, Fiesta Diesel Style,2012,280000,60000,CT11,ST07,380052,Diesel,Individual,Manual,Second Owner,23.5,88.7,1498.0,5,Ahmedabad
2352,2430,Tata, Tiago 1.2 Revotron XM,2018,390000,25000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Ludhiana
2353,2431,Maruti, Alto 800 VXI,2013,170000,60000,CT08,ST29,700053,Petrol,Individual,Manual,Fourth & Above Owner,22.74,47.3,796.0,5,Kolkata
2354,2432,Chevrolet, Spark 1.0,2008,45000,70000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,18.0,62.0,995.0,5,Gangtok
2355,2433,Maruti, Ertiga SHVS VDI,2016,640000,80000,CT28,ST11,834001,Diesel,Individual,Manual,Second Owner,24.52,88.5,1248.0,7,Ranchi
2356,2434,Mahindra, Scorpio S2 9 Seater,2015,650000,110000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,15.4,75.0,2523.0,9,Jamshedpur
2357,2435,Mahindra, Scorpio LX,2013,500000,115717,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,12.05,120.0,2179.0,9,Delhi
2358,2436,Ford, Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,CT29,ST24,632001,Diesel,Individual,Manual,Second Owner,17.7,68.0,1399.0,5,Vellore
2359,2437,Tata, Aria Pure LX 4x2,2014,480000,70000,CT19,ST12,570004,Diesel,Individual,Manual,Second Owner,15.05,147.9,2179.0,7,Mysore
2360,2438,Maruti, Swift VXI,2019,630000,4000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,21.21,81.8,1197.0,5,Ludhiana
2361,2439,Hyundai, i10 Sportz,2011,250000,50000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,20.36,78.9,1197.0,5,Vellore
2362,2440,Hyundai, Grand i10 Sportz,2016,330000,70000,CT12,ST28,201301,Petrol,Individual,Manual,Fourth & Above Owner,18.9,82.0,1197.0,5,Noida
2363,2441,Hyundai, i10 Magna,2009,180000,70000,CT28,ST11,834001,Petrol,Individual,Manual,Second Owner,20.36,78.9,1197.0,5,Ranchi
2364,2442,Hyundai, i20 Magna,2010,210000,50000,CT11,ST07,380052,Petrol,Individual,Manual,Second Owner,18.5,80.0,1197.0,5,Ahmedabad
2365,2443,Maruti, Swift Dzire ZDI,2016,550000,55000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,26.59,74.0,1248.0,5,Thrissur
2366,2444,Tata, Nexon 1.2 Revotron XZA Plus,2020,950000,5000,CT28,ST11,834001,Petrol,Individual,Automatic,First Owner,17.0,108.5,1198.0,5,Ranchi
2367,2445,Mahindra, Bolero 2011-2019 ZLX,2013,430000,100000,CT17,ST07,391510,Diesel,Individual,Manual,Second Owner,15.96,62.1,2523.0,7,Vadodara
2368,2446,Hyundai, i10 Sportz,2014,348000,23000,CT26,ST15,431001,Petrol,Individual,Manual,Second Owner,20.36,78.9,1197.0,5,Aurangabad
2369,2447,Maruti, Alto 800 LX,2014,196000,60000,CT06,ST22,302029,Petrol,Individual,Manual,Second Owner,22.74,47.3,796.0,5,Jaipur
2370,2448,Maruti, Wagon R LXI Minor,2010,150000,70000,CT27,ST11,831001,Petrol,Individual,Manual,Second Owner,18.9,67.0,1061.0,5,Jamshedpur
2371,2450,Maruti, Wagon R LXI Minor,2009,150000,60000,CT14,ST07,395007,Petrol,Individual,Manual,Second Owner,18.9,67.0,1061.0,5,Surat
2372,2451,Tata, Safari Storme VX Varicor 400,2019,1250000,100000,CT25,ST01,524225,Diesel,Individual,Manual,First Owner,14.1,153.86,2179.0,7,Nellore
2373,2452,Maruti, Ertiga VDI,2015,600000,90000,CT18,ST21,141003,Diesel,Individual,Manual,Third Owner,20.77,88.76,1248.0,7,Ludhiana
2374,2453,Tata, Nano Lx BSIV,2010,65000,26432,CT16,ST23,737101,Petrol,Dealer,Manual,First Owner,25.4,37.48,624.0,4,Gangtok
2375,2454,Maruti, Omni E 8 Str STD,2016,220000,46702,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,16.8,34.2,796.0,8,Patna
2376,2455,Maruti, Omni E 8 Str STD,2016,220000,46706,CT05,ST25,500020,Petrol,Dealer,Manual,First Owner,16.8,34.2,796.0,8,Hyderabad
2377,2456,Tata, Indica V2 eXeta GLS,2006,110000,53523,CT19,ST12,570004,Petrol,Dealer,Manual,First Owner,16.84,64.4,1193.0,5,Mysore
2378,2457,Chevrolet, Beat Diesel LT,2012,175000,56365,CT19,ST12,570004,Diesel,Dealer,Manual,First Owner,25.44,56.3,936.0,5,Mysore
2379,2458,Chevrolet, Spark 1.0 LT,2011,160000,49563,CT29,ST24,632001,Petrol,Dealer,Manual,First Owner,16.2,62.1,995.0,5,Vellore
2380,2459,Maruti, 800 Std BSIII,2004,65000,56432,CT08,ST29,700053,Petrol,Dealer,Manual,First Owner,16.1,37.0,796.0,4,Kolkata
2381,2460,Maruti, 800 AC,2002,60000,52365,CT13,ST04,800002,Petrol,Dealer,Manual,Second Owner,16.1,37.0,796.0,4,Patna
2382,2461,Maruti, Alto LXi BSIII,2007,120000,53512,CT02,ST15,411006,Petrol,Dealer,Manual,Second Owner,19.7,46.3,796.0,5,Pune
2383,2463,Mahindra, Ssangyong Rexton RX7,2013,1000000,40000,CT14,ST07,395007,Diesel,Individual,Automatic,First Owner,11.18,184.0,2696.0,7,Surat
2384,2464,Maruti, Wagon R LXI BS IV,2010,220000,46533,CT26,ST15,431001,Petrol,Dealer,Manual,First Owner,18.9,67.1,998.0,5,Aurangabad
2385,2466,Maruti, Omni 8 Seater BSIV,2008,114999,58632,CT28,ST11,834001,Petrol,Dealer,Manual,Second Owner,14.0,35.0,796.0,5,Ranchi
2386,2468,Mahindra, XUV500 AT W6 2WD,2016,850000,80000,CT09,ST34,110029,Diesel,Individual,Automatic,Second Owner,16.0,140.0,2179.0,7,Delhi
2387,2469,Maruti, Ertiga SHVS VDI,2016,750000,70000,CT06,ST22,302029,Diesel,Individual,Manual,First Owner,24.52,88.5,1248.0,7,Jaipur
2388,2470,Renault, KWID 1.0 RXT Optional,2017,265000,90000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,23.01,67.0,999.0,5,Bhubaneshwar
2389,2471,Ford, Classic 1.6 Duratec Titanium,2014,450000,110000,CT17,ST07,391510,Petrol,Individual,Manual,Second Owner,14.09,99.6,1596.0,5,Vadodara
2390,2472,Mahindra, Quanto C6,2013,225000,90000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,17.21,100.0,1493.0,7,Vellore
2391,2473,Mahindra, Scorpio S10 7 Seater,2015,1125000,70000,CT23,ST12,574142,Diesel,Individual,Manual,First Owner,15.4,120.0,2179.0,7,Mangalore
2392,2474,Maruti, Swift VXI with ABS,2009,270000,80000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,16.6,85.0,1197.0,5,Mysore
2393,2475,Maruti, Alto LX,2007,130000,78000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,19.7,46.3,796.0,5,Mysore
2394,2476,Mahindra, Bolero Power Plus SLE,2017,660000,45000,CT14,ST07,395007,Diesel,Individual,Manual,First Owner,16.5,70.0,1493.0,7,Surat
2395,2477,Maruti, Alto K10 VXI,2015,240000,50000,CT11,ST07,380052,Petrol,Individual,Manual,Second Owner,23.95,67.05,998.0,5,Ahmedabad
2396,2478,Maruti, Alto 800 LXI,2017,275000,58000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,24.7,47.3,796.0,5,Surat
2397,2479,Toyota, Innova 2.5 VX 8 STR BSIV,2012,750000,120000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,12.8,102.0,2494.0,8,Noida
2398,2480,Chevrolet, Aveo U-VA 1.2,2007,65000,30000,CT29,ST24,632001,Petrol,Individual,Manual,Second Owner,14.7,76.0,1150.0,5,Vellore
2399,2481,Tata, Safari Storme EX,2017,850000,162000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,14.1,147.94,2179.0,7,Bhubaneshwar
2400,2482,Maruti, Wagon R LXI CNG,2016,300000,50000,CT04,ST24,641043,CNG,Individual,Manual,Second Owner,26.6,58.16,998.0,5,Coimbatore
2401,2483,Hyundai, i20 1.2 Magna Executive,2018,555000,25000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18.6,81.83,1197.0,5,Patna
2402,2484,Mahindra, Scorpio 1.99 S6 Plus,2015,825000,60000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,15.4,120.0,1997.0,7,Noida
2403,2485,Hyundai, Santro Xing GLS LPG,2010,150000,70000,CT28,ST11,834001,LPG,Individual,Manual,Third Owner,13.45,62.1,1086.0,5,Ranchi
2404,2486,Maruti, Swift Dzire VDi,2009,185000,138000,CT12,ST28,201301,Diesel,Individual,Manual,Second Owner,19.3,73.9,1248.0,5,Noida
2405,2487,Hyundai, i10 Magna,2010,180000,70000,CT21,ST27,248001,Petrol,Individual,Manual,Second Owner,20.36,78.9,1197.0,5,Dehradun
2406,2488,Maruti, Alto LXi,2010,160000,48000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Kolkata
2407,2489,Ford, Endeavour 3.0L 4X2 AT,2012,500000,110000,CT10,ST12,560034,Diesel,Individual,Automatic,First Owner,11.4,153.86,2953.0,7,Bangalore
2408,2490,Maruti, Swift VDI BSIV,2014,375000,88000,CT07,ST13,682001,Diesel,Individual,Manual,Second Owner,25.2,74.0,1248.0,5,Kochi
2409,2491,Toyota, Innova 2.5 GX (Diesel) 7 Seater,2015,900000,68000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,12.99,100.6,2494.0,7,Vellore
2410,2492,Hyundai, Grand i10 Sportz,2017,459999,70000,CT08,ST29,700053,Petrol,Individual,Manual,First Owner,18.9,82.0,1197.0,5,Kolkata
2411,2493,Renault, Duster 85PS Diesel RxL,2014,480000,80000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.45,83.8,1461.0,5,Noida
2412,2494,Maruti, Swift VDI,2013,320000,100000,CT14,ST07,395007,Diesel,Individual,Manual,Third Owner,22.9,74.0,1248.0,5,Surat
2413,2495,Maruti, Swift VDI,2013,370000,96000,CT15,ST20,751022,Diesel,Individual,Manual,Second Owner,22.9,74.0,1248.0,5,Bhubaneshwar
2414,2497,Maruti, Zen LX,2002,75000,30000,CT25,ST01,524225,Petrol,Individual,Manual,Third Owner,17.3,60.0,993.0,5,Nellore
2415,2498,Maruti, Ritz LDi,2016,400000,60000,CT18,ST21,141003,Diesel,Individual,Manual,Third Owner,23.2,73.94,1248.0,5,Ludhiana
2416,2500,Maruti, Swift VDI BSIV,2014,425000,65000,CT14,ST07,395007,Diesel,Individual,Manual,First Owner,25.2,74.0,1248.0,5,Surat
2417,2501,Maruti, Celerio ZXI,2014,325000,48000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,23.1,67.04,998.0,5,Noida
2418,2502,Hyundai, Grand i10 Magna,2016,350000,65300,CT16,ST23,737101,Petrol,Individual,Manual,Second Owner,18.9,82.0,1197.0,5,Gangtok
2419,2503,Hyundai, i20 1.2 Asta Dual Tone,2018,600000,40000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,18.6,81.83,1197.0,5,Bhubaneshwar
2420,2504,Chevrolet, Beat Diesel,2012,120000,60000,CT09,ST34,110029,Diesel,Individual,Manual,Second Owner,25.44,57.6,936.0,5,Delhi
2421,2505,Maruti, Alto K10 2010-2014 VXI,2012,200000,70000,CT21,ST27,248001,Petrol,Individual,Manual,Second Owner,20.92,67.1,998.0,5,Dehradun
2422,2506,Maruti, Alto LXi BSIII,2008,100000,70000,CT07,ST13,682001,Petrol,Individual,Manual,Third Owner,19.7,46.3,796.0,5,Kochi
2423,2507,Hyundai, Grand i10 CRDi Asta,2014,350000,70000,CT29,ST24,632001,Diesel,Individual,Manual,Second Owner,24.0,70.0,1120.0,5,Vellore
2424,2508,Maruti, Alto LXi,2006,85000,150000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Kolkata
2425,2509,Maruti, Alto K10 VXI Optional,2019,399000,10000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,23.95,67.05,998.0,5,Ludhiana
2426,2510,Hyundai, Verna 1.6 CRDI,2014,580000,56000,CT02,ST15,411006,Diesel,Individual,Manual,First Owner,22.32,126.3,1582.0,5,Pune
2427,2511,Datsun, RediGO T Option,2017,290000,30000,CT09,ST34,110029,Petrol,Individual,Manual,First Owner,22.7,53.64,799.0,5,Delhi
2428,2512,Hyundai, Grand i10 Magna,2014,380000,50000,CT12,ST28,201301,Petrol,Individual,Manual,Second Owner,18.9,82.0,1197.0,5,Noida
2429,2513,Ford, Figo Diesel EXI,2010,200000,120000,CT18,ST21,141003,Diesel,Individual,Manual,First Owner,20.0,68.0,1399.0,5,Ludhiana
2430,2514,Maruti, Wagon R LXI CNG,2018,390000,40000,CT23,ST12,574142,CNG,Individual,Manual,First Owner,26.6,58.16,998.0,5,Mangalore
2431,2515,Hyundai, Grand i10 1.2 Kappa Asta,2017,500000,27500,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,18.9,81.86,1197.0,5,kanpur
2432,2516,Maruti, Ertiga VDI,2012,520000,73000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,20.77,88.76,1248.0,7,kanpur
2433,2517,Maruti, Swift Dzire VDI,2017,650000,75000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,26.59,74.0,1248.0,5,Noida
2434,2518,Renault, KWID Climber 1.0 MT,2018,380000,5000,CT11,ST07,380052,Petrol,Individual,Manual,First Owner,23.01,67.0,999.0,5,Ahmedabad
